job_id,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,fraudulent
60,6.993878164068056,5.629559516127711,7.377498606497392,5.3801734018252905,0,1,1,0
61,2.6082420225034375,4.848703848076238,3.616542025656141,1.4109862001090105,0,1,1,0
62,4.890285127563031,8.502541817500253,7.766205325549268,5.366707371328044,0,1,1,0
63,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
64,6.527120260208322,9.55694476788386,8.864070908230326,0.0,0,1,0,0
65,0.0,8.737555769731737,6.908117439217317,0.0,0,0,0,0
66,7.092483384529142,4.350847476497134,8.704990516233018,10.512250236701416,0,1,1,0
67,6.611388489909488,3.7320322043877887,1.816883536834071,2.062395589243232,0,1,1,0
68,4.2100888591143395,6.290034131522045,0.0,0.0,0,0,0,0
69,4.2100888591143395,10.515452708558332,0.0,0.0,0,0,0,0
70,0.0,4.096075474177198,9.634331391686002,0.0,0,0,1,0
71,4.48623977513283,5.165655476040399,6.528549500153331,2.6810539029955014,0,1,0,0
72,6.636414844871384,6.23180372061438,6.364496011326961,5.549360959501935,0,1,1,0
73,6.527120260208322,9.622252644455633,7.566725760680956,0.0,0,1,0,0
74,0.0,4.280157103615898,2.1884242930412667,2.3423247137678995,0,0,0,0
75,6.527120260208322,8.305786429429183,7.309498706917016,0.0,0,1,0,0
76,6.799244135903307,9.887500237508286,8.126221001066552,6.4262177738864565,0,1,1,0
77,10.110302182939007,9.350904062955589,3.2178395198555085,1.3330738723260043,0,1,1,0
78,0.0,10.869639229875371,5.010259680015739,5.569417292493143,0,0,0,0
79,4.134014637700835,10.70557807342183,0.0,0.0,1,0,0,0
80,5.59650766455141,6.5802192450043036,5.229385286979966,5.9098522822335555,0,1,1,0
81,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
82,6.527120260208322,10.612168882293275,6.9775828901301535,0.0,0,1,0,0
83,7.410292368082201,6.716805758295336,1.4707659831935245,1.4130543514378064,0,1,1,0
84,6.527120260208322,9.509831563308568,8.48760270436401,0.0,0,1,0,0
85,6.527120260208322,9.525098631594219,6.433227997995167,0.0,0,1,0,0
86,7.913065330525561,10.064997398338239,8.250127351958934,5.56036562517239,0,1,1,0
87,6.527120260208322,9.47399410107232,8.063786044449603,0.0,0,1,0,0
88,6.527120260208322,9.333203930676172,7.601810935888717,0.0,0,1,0,0
89,10.446900510604882,12.377611865059475,0.0,0.0,0,1,1,0
90,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
91,4.712850839194162,8.988710273330511,5.7060366183134015,5.302750627807143,0,1,0,0
92,7.784858884691364,5.249139479147939,4.773330998023891,4.0110806029753325,0,1,0,0
93,0.0,10.69479369329317,0.0,0.0,1,0,0,0
94,6.527120260208322,7.503790962271125,7.650269369281076,0.0,0,1,0,0
95,7.410292368082201,6.3885838125863765,2.9540163673295368,1.4141869455075522,0,1,1,0
96,5.203040803128772,6.606766584548409,5.327621736811532,1.0,0,1,0,0
97,5.853438232655963,5.1631831151041085,7.116424870296084,6.810597901442822,0,1,0,0
98,6.527120260208322,8.572642286358011,7.6549686872550105,0.0,0,1,0,0
99,8.221398869699465,10.544547530364941,7.652669331841166,7.11926621941291,0,1,1,1
100,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
101,0.0,6.828706191357553,5.973815121699773,0.0,0,1,0,0
102,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
103,2.2125781063716827,5.024725411448671,2.642444937955351,2.6859384434634834,1,1,0,0
104,6.527120260208322,9.697792518167676,7.566725760680956,0.0,0,1,0,0
105,0.0,5.757880293548913,0.0,0.0,0,0,0,0
106,7.673870237939222,14.303566959632773,0.0,0.0,1,1,1,0
107,7.410292368082201,5.860720781977779,1.913964831217609,1.4004848694351486,0,1,1,0
108,7.5594792256393415,9.728363815106935,7.93329016805892,0.0,0,1,0,0
109,0.0,12.249514175064052,0.0,0.0,0,0,1,0
110,6.527120260208322,10.295787507321194,5.522794540627096,0.0,0,1,0,0
111,6.527120260208322,9.129496673118323,7.9718939445894295,0.0,0,1,0,0
112,6.527120260208322,8.805407964059095,7.566725760680956,0.0,0,1,0,0
113,6.527120260208322,9.812835039128023,7.566725760680956,0.0,0,1,0,0
114,6.142985472465555,7.87677545678873,6.173973708071408,3.854335197098755,0,1,0,0
115,9.436831867723177,5.6012259743053825,7.208820956047367,6.363550170709222,1,1,0,0
116,7.410292368082201,6.1710528851877635,2.7878954040556203,1.4004848694351486,0,1,1,0
117,8.404363834685345,10.374530973563909,6.95850647260652,3.6087448912638718,0,1,1,0
118,5.811179540022895,5.3224026596459,2.3241326357164565,2.0802340267139345,0,1,1,0
119,9.352537892233313,6.566638135944006,7.158006320100289,3.7378787836137652,0,1,0,0
120,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
121,6.527120260208322,10.780437062486993,7.924719832745715,0.0,0,1,0,0
122,3.3666628029814247,7.02239547889032,4.708424030791528,4.173558265418041,0,1,1,0
123,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
124,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
125,6.527120260208322,8.595015078374086,7.507277833235727,0.0,0,1,0,0
126,6.920806774234903,6.4841027205736275,5.45301588709165,3.73162752678817,0,1,1,0
127,10.13934565460477,6.979568267059082,4.939106703218886,7.224591075644591,0,1,0,0
128,7.906177827649735,7.247061702419959,6.99903986659479,5.371591043782805,0,1,1,0
129,5.33406007117857,5.107126957688923,8.589617648932192,1.6624283034099068,0,1,1,0
130,6.527120260208322,9.665009142910051,9.932399217378707,0.0,0,1,0,0
131,6.527120260208322,8.304303811250044,6.499962982700176,0.0,0,1,0,0
132,7.410292368082201,6.716805758295336,1.4707659831935245,1.4130543514378064,0,1,1,0
133,4.312808503271016,5.606937492283937,4.602923246768959,3.846553668846504,0,1,0,0
134,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
135,6.862927248355973,8.812765433319166,8.279320063620366,4.251695939827457,0,1,0,0
136,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
137,6.527120260208322,7.862782121640427,6.593429919355374,0.0,0,1,0,0
138,5.384753533662965,5.34282396741415,0.0,0.0,0,1,1,0
139,6.527120260208322,10.594478826546569,6.9775828901301535,0.0,0,1,0,0
140,6.527120260208322,9.697792518167676,7.566725760680956,0.0,0,1,0,0
141,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
142,6.527120260208322,9.825124089646568,8.063764785031658,0.0,0,1,0,0
143,4.865267857298499,7.127158098535778,4.159438878595979,0.0,0,1,0,0
144,2.6082420225034375,5.420730482168971,3.1278192286172786,1.4109862001090105,0,1,1,0
145,0.0,4.23969630160763,0.0,0.0,0,0,0,1
146,0.0,7.742239533879254,2.075959161875994,2.042823691392396,0,1,0,0
147,6.527120260208322,7.862782121640427,6.593429919355374,0.0,0,1,0,0
148,4.2100888591143395,6.775814145287614,0.0,0.0,0,0,0,0
149,7.726826952307531,7.875846483214813,8.460690002997524,4.503336439836329,0,1,1,0
150,6.637193147107119,11.180214803696686,9.984181470829338,8.163561498174593,0,1,0,0
151,6.240974353989863,7.13937246272246,7.252911766669037,2.200405473022336,0,1,0,0
152,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
153,5.429483327257402,8.019038016153813,9.96073715906746,2.4508381331301177,0,1,0,0
154,6.13628832493442,8.526140068020599,7.368872688839602,6.078370262059452,0,1,1,0
155,0.0,8.418891136785689,6.592308138570046,0.0,0,0,0,0
156,0.0,8.823919974465616,8.06546417167234,4.112515665039892,0,0,0,0
157,5.455056703632745,1.9443376363687266,0.0,0.0,0,1,0,0
158,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
159,0.0,5.705745036616057,8.408136138221968,7.51786821350874,1,0,1,0
160,3.9797774133145896,7.840672198478918,2.5696848278829565,0.0,0,1,1,0
161,5.929754017359498,8.907940331294004,4.1717072163319875,4.121357910836107,0,0,0,0
162,0.0,8.8252676922106,5.413883790903671,0.0,0,0,1,0
163,8.35394580015625,9.322848006350561,4.416793352971168,0.0,0,1,0,0
164,6.527120260208322,9.129496673118323,8.880247529330376,0.0,0,1,0,0
165,7.752745443278311,3.5331525404533894,4.688355993292282,2.390267163704412,0,1,0,0
166,5.381705719579596,12.424553177021837,7.804752069255639,2.337847803589396,0,1,1,0
167,0.0,6.662300210734234,6.779970933627428,0.0,0,0,0,0
168,0.0,10.259940430088239,0.0,3.0563938819504792,0,0,0,0
169,5.294790910048928,8.26013528877214,6.1177403201599425,3.409147891686628,0,1,0,0
170,6.527120260208322,7.043833594267579,8.063786044449603,0.0,0,1,0,0
171,3.3666628029814247,6.13709781118445,4.0002275308985995,4.173558265418041,0,1,1,0
172,10.906412944005769,8.14245189265053,10.033039747014806,0.0,0,1,0,0
173,9.008079437700195,3.153563900943261,12.7304174313418,1.7644517611372312,0,1,0,0
174,6.074095418067591,12.053635988787974,7.826944216702974,4.193901760458651,0,1,1,1
175,7.410292368082201,7.206059713089598,1.488819888584991,1.4058282017946155,0,1,1,0
176,6.527120260208322,9.575018958974704,7.56412898384984,0.0,0,1,0,0
177,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
178,4.894099450730261,8.477792385863358,5.9703484599887755,2.5797970322908763,0,1,1,0
179,6.644080371912517,7.029466520963553,8.179765091531205,3.566913963251589,0,1,1,0
180,2.8850668865361206,1.9655346157219444,2.7161829493909146,2.727105152775798,0,1,1,0
181,0.0,1.3823185003574217,1.3726810503919957,1.3956233655753274,0,0,0,1
182,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
183,6.279604635456627,8.820784201925896,6.663116573728259,0.0,0,1,1,0
184,0.0,5.212056719264712,4.5564480413099275,2.815436030083003,0,0,0,0
185,4.547887955236196,7.217319351806529,7.962605627983427,5.885987485244322,0,1,0,0
186,7.410292368082201,6.716805758295336,2.027062290569814,0.0,0,1,0,0
187,6.527120260208322,10.70867734970701,7.58406009993361,0.0,0,1,0,0
188,2.8630158600564948,4.9637692673422995,5.423013718046059,0.0,0,1,1,0
189,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
190,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
191,0.0,10.259940430088239,0.0,3.0563938819504792,0,0,0,0
192,0.0,6.387185871678956,7.3223410717691335,5.870247856799023,0,0,0,0
193,0.0,11.505384840774711,10.87515373828866,1.9586779388615576,0,0,0,0
194,7.460009326538738,8.224017743712798,6.879036013611358,0.0,0,0,1,0
195,8.369996839348188,6.159304858058102,0.0,0.0,0,1,0,0
196,6.759210818549676,9.391083857866613,5.417702591137283,6.193835761516712,0,1,1,0
197,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
198,8.415958451814646,8.782881603857227,1.8577278670677715,2.6088649418376932,0,1,1,0
199,6.862927248355973,8.91105378751855,7.25807801193578,4.908579365980298,0,1,1,0
200,6.716322215991664,5.303225032265475,7.625318545795627,5.643645909303489,0,1,0,0
201,9.01950919333111,7.146170828210184,5.915856860718443,4.447201807674592,0,1,1,0
202,6.390235522701917,7.452225687406439,6.687055404899785,7.274896484381906,0,1,0,0
203,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
204,0.0,5.5054448507815135,0.0,0.0,0,0,0,0
205,2.8850668865361206,9.62392183922322,5.019970142504218,0.0,0,1,0,0
206,5.760798139189209,6.49373152395999,6.556060375048254,6.034317294652606,0,1,0,0
207,6.249535416814082,10.237272594353408,4.815643212750331,0.0,0,1,0,0
208,6.527120260208322,9.123521760325744,8.632797736229797,0.0,0,1,0,0
209,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
210,6.527120260208322,9.658890036050428,7.566725760680956,0.0,0,1,0,0
211,6.527120260208322,9.210841586608064,7.388587928481478,0.0,0,1,0,0
212,11.968053579314807,8.18736246305178,5.536598698026308,4.296835368242188,0,1,0,0
213,6.527120260208322,9.666525375214801,7.4016872653345676,0.0,0,1,0,0
214,6.527120260208322,9.745009848415767,7.666988666152535,0.0,0,1,0,0
215,0.0,14.315920054351375,0.0,0.0,0,0,0,0
216,8.221398869699465,10.544547530364941,7.652669331841166,7.371700632981252,0,1,1,1
217,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
218,5.979058808877516,9.437022310678676,12.803213930414303,0.0,0,1,0,0
219,6.986412170576691,11.987333587354145,0.0,0.0,0,1,0,0
220,8.54896222388364,8.892576450316817,3.7870836664207075,7.359892370541927,0,1,0,0
221,6.527120260208322,11.800067211873577,10.006631477454295,0.0,0,1,0,0
222,7.410292368082201,6.484361806733647,2.7878954040556203,1.4004848694351486,0,1,1,0
223,8.264524195943258,2.928972824604509,0.0,0.0,0,1,1,0
224,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
225,6.527120260208322,8.991206568189888,9.204977965939506,0.0,0,1,0,0
226,6.862927248355973,6.240202800469322,4.112351651878225,4.00877489661248,0,1,0,0
227,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
228,0.0,4.86099319812245,1.9121553650934207,1.8550425364819483,0,0,0,0
229,6.636414844871384,6.17251850108865,6.551709032710299,5.549360959501935,0,1,1,0
230,0.0,10.957573211169375,6.063187084767035,6.311653888438006,0,0,0,0
231,6.527120260208322,9.74188374202423,7.566725760680956,0.0,0,1,0,0
232,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
233,7.410292368082201,6.295896599883115,2.7878954040556203,1.4004848694351486,0,1,1,0
234,7.343340109217164,10.515183849417877,7.709249385268645,7.291409933525649,0,1,0,0
235,6.403349582717985,5.843637690606766,5.020698759350072,5.100478575317534,0,1,1,0
236,7.410292368082201,6.545513388453014,2.9540163673295368,1.4141869455075522,0,1,0,0
237,0.0,9.252183026877436,3.598659311424611,0.0,0,1,0,0
238,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
239,3.234324677075412,5.027799434058989,2.8022703331902474,3.0791826616941362,0,1,1,0
240,4.2100888591143395,6.061048465638142,9.513579791362464,0.0,0,0,0,0
241,6.527120260208322,9.909187294901098,7.481159960645537,0.0,0,1,0,0
242,6.862927248355973,7.849883009971537,5.941253446366707,4.028875050952568,0,1,1,0
243,0.0,8.101739123749828,6.598839726501464,3.5851011296908464,0,0,1,0
244,2.6082420225034375,4.766673349848725,3.5098333180148322,1.4109862001090105,0,1,0,0
245,0.0,12.792311376151815,0.0,0.0,0,0,0,0
246,6.862927248355973,8.922530163672429,7.25807801193578,5.005214190997199,0,1,1,0
247,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
248,6.862927248355973,8.066150999535333,5.386390558469206,3.4867535927426374,0,1,1,0
249,6.862927248355973,8.552643708400817,6.367785190763244,3.897928968674472,0,1,1,0
250,8.377286428211566,8.910047520915352,6.692307478651477,0.0,0,1,0,0
251,3.8473461701309324,6.713319193067232,7.463801889272888,3.3247605851943343,0,1,0,0
252,6.390235522701917,7.921511932919518,5.2527554030787105,7.340919520884117,0,1,0,0
253,4.2100888591143395,5.278153237944033,0.0,0.0,0,0,0,0
254,2.6082420225034375,4.766673349848725,3.4755592241892828,1.4109862001090105,0,1,0,0
255,4.2100888591143395,6.856785704839999,0.0,0.0,0,0,0,0
256,6.862927248355973,7.37178918926045,4.154016809900605,3.79350672638906,0,1,1,0
257,5.8060933192679895,8.133367987326627,7.6662758191191225,0.0,0,1,0,0
258,0.0,13.126421743422826,0.0,0.0,0,1,0,0
259,6.527120260208322,9.297302634059026,5.95855863091955,0.0,0,1,0,0
260,0.0,9.205001705430092,7.013241649675463,0.0,0,0,1,0
261,7.410292368082201,6.421290475322659,2.7878954040556203,1.4004848694351486,0,1,1,0
262,0.0,7.076130235318405,3.6569446138582937,3.9118475262983576,0,0,1,0
263,3.2857755206182264,6.598231262907339,5.003448827112221,3.0558286050818335,0,1,1,0
264,7.410292368082201,6.556551959611827,2.7878954040556203,1.4004848694351486,0,1,0,0
265,0.0,8.686905353720507,0.0,0.0,0,0,0,0
266,7.3311863684143495,11.02430040769952,6.227734159909948,0.0,0,1,0,0
267,0.0,12.69700517902579,0.0,0.0,0,0,0,0
268,6.527120260208322,9.697792518167676,7.572559035117644,0.0,0,1,0,0
269,0.0,3.9610711849308724,6.286633849610842,4.195110823895102,0,1,0,0
270,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
271,4.942654253470102,10.092744522751822,0.0,2.9873508577174164,0,1,0,0
272,6.279604635456627,7.018650281177545,0.0,0.0,0,1,0,0
273,4.2100888591143395,5.3607609424032105,0.0,0.0,0,0,0,0
274,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
275,3.3666628029814247,6.722347103202137,5.1283797662684,4.173558265418041,0,1,1,0
276,8.235159221474039,6.411437889276661,5.174101247701654,5.4802344119489375,0,1,1,0
277,7.688750700493256,11.75929558099452,7.210721494778451,6.042505888163259,0,1,0,0
278,9.430633778282115,2.9952873709610928,2.5433205813451853,1.87718524324913,0,1,1,0
279,2.6082420225034375,4.766673349848725,3.4755592241892828,1.4109862001090105,0,1,0,0
280,9.01308585367008,10.816253653702036,7.449690086809093,5.453676889757647,0,1,1,0
281,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
282,4.282317013903043,10.201109216880434,9.723813787226437,5.719142692969836,0,1,1,0
283,6.6104499968100505,10.229322698926921,4.900564900856498,5.930661976195159,0,1,1,0
284,7.688750700493256,9.94746983528352,7.6932454069667635,6.042505888163259,0,1,0,0
285,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
286,7.688750700493256,11.179085472109593,7.000123442018881,6.042505888163259,0,1,0,0
287,7.410292368082201,6.6090132538951245,2.7878954040556203,1.4004848694351486,0,1,1,0
288,8.586981761023516,4.357549258530549,7.651358571567699,6.299786762420521,0,1,1,0
289,6.716322215991664,9.105934576349151,8.47754695469193,5.643645909303489,0,1,0,0
290,6.568583764137084,5.850001920036249,6.382235840252995,3.6046096564531425,1,1,1,0
291,4.942654253470102,8.44737136718922,6.922720399073438,2.9873508577174164,0,1,0,0
292,6.977436742902071,9.420276350803835,5.730336478471955,8.896245717239228,0,1,0,0
293,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
294,8.226569689473102,7.2742580929621345,4.890647997417162,7.635717912559976,0,1,0,0
295,10.191056519152694,8.270697961632651,9.663458642229262,5.834605407057808,0,1,1,0
296,6.5060172236149105,8.514765607325705,4.126702572396974,9.401330995744557,0,1,1,0
297,3.3666628029814247,6.459816341686153,4.156783809479053,4.173558265418041,0,1,1,0
298,5.898195618858702,8.935967985679092,7.725194189130921,4.758215496622601,0,1,1,0
299,5.6841008966940105,6.220584426078141,4.166426355109977,7.417596241174215,0,1,0,0
300,6.527120260208322,9.633773101067698,6.971418948050783,0.0,0,1,0,0
301,8.226569689473102,8.225460108723254,6.23642598210976,5.996974225230812,0,1,0,0
302,8.126546112610125,5.55689479844852,4.784133532876532,3.7451640496309957,0,1,0,0
303,4.602477662146826,6.411037427468734,2.833946856017422,3.204457566296534,0,1,0,0
304,0.0,5.3634398639307355,5.424950300038256,3.4161402051482037,0,0,0,0
305,6.527120260208322,6.626387370044336,10.710443048599977,0.0,0,1,0,0
306,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
307,6.527120260208322,10.700515920550462,9.971274556260543,0.0,0,1,0,0
308,3.3666628029814247,8.938898962594727,4.261762893912201,4.352216988889285,0,1,1,0
309,3.007639224271553,6.530731616236545,0.0,0.0,0,1,0,0
310,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
311,5.92381959175308,11.345543404628705,0.0,0.0,0,1,0,0
312,6.527120260208322,8.544522357858536,6.641166927726072,0.0,0,1,0,0
313,3.007639224271553,5.8827892319840736,0.0,0.0,0,1,0,0
314,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
315,8.54896222388364,10.937905082145365,6.685102976195334,5.431426674417504,0,1,0,0
316,7.119514409405344,10.961511936694757,12.96970174703393,0.0,0,1,1,0
317,7.492163464358726,13.252019828210067,4.798328024313366,2.3889022478314303,0,1,1,0
318,8.476814130733546,9.315507587117764,6.255175658357201,7.58178212378026,0,1,1,0
319,7.045454885560261,10.224985193948163,8.882132730272357,0.0,0,1,1,0
320,11.968053579314807,7.53446371742183,0.0,0.0,0,1,0,0
321,5.9738224874319545,10.129922758681861,6.904519297973395,4.412133561298974,0,1,0,0
322,6.03705803629645,5.885262874680353,4.0641031408407375,3.2650539916774863,0,1,0,0
323,9.424690272988089,9.921973798265771,0.0,2.4465562484722234,0,1,0,0
324,5.186292689117918,9.55426841041653,5.132453257137189,2.784800131856073,0,1,0,0
325,9.424690272988089,8.205597473715192,7.111602235246144,2.6065346785949246,0,1,0,0
326,6.535612874639615,7.798441413896061,5.309792704069743,0.0,0,1,0,0
327,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
328,6.759210818549676,9.037224084262395,6.23742217992271,6.193835761516712,0,1,1,0
329,2.6082420225034375,5.540712706560129,3.343872457130021,1.4109862001090105,0,1,1,0
330,8.586981761023516,7.33033315900802,9.12665991385641,6.299786762420521,0,1,1,0
331,2.6082420225034375,4.766673349848725,3.616542025656141,1.4109862001090105,0,1,0,0
332,4.942654253470102,6.762321271326203,9.01394549572081,0.0,0,1,0,0
333,8.444492698385355,5.925729544381731,0.0,0.0,1,1,1,0
334,4.937070733682519,3.5775444892416073,4.488382723017489,3.9179634431758266,0,1,0,0
335,0.0,13.600201093029126,0.0,0.0,0,1,0,0
336,4.942654253470102,8.238973729212079,6.218250653929584,0.0,0,1,0,0
337,5.620370287315199,7.90042509992354,4.058881029043113,4.438237356558731,0,1,0,0
338,6.527120260208322,7.426303771641622,6.650400105063054,0.0,0,1,0,0
339,2.6082420225034375,4.848703848076238,3.616542025656141,1.4109862001090105,0,1,1,0
340,4.942654253470102,6.302171636431296,8.16675983476444,0.0,0,1,0,0
341,10.906412944005769,11.000848528947671,4.6843913282388865,1.0,0,1,1,0
342,7.682560658140029,5.9713920517088,0.0,0.0,0,1,1,0
343,9.147808251407913,4.111163822699299,7.280592569478782,1.9241536540747617,0,1,0,0
344,6.123886106785022,4.886859570076021,8.507692747360164,2.8512300698882966,0,1,0,0
345,2.6082420225034375,4.766673349848725,3.616542025656141,1.4109862001090105,0,1,0,0
346,3.234324677075412,5.544706239071621,3.463727359014886,3.1412143654289393,0,1,0,0
